OBJECTID,CFSAUID,PRUID,PRNAME,ORIG_FID,NEAR_FID,NEAR_DIST
1,A0A,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,0,1,"11,534.660874888568000"
2,A0B,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,1,"14,225.241942581712000"
3,A0C,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2,1,"11,798.894126367662000"
4,A0E,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3,1,"1,582.768574657177900"
5,A0G,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,1,"15,083.000380883987000"
6,A0H,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5,1,"54,153.395175407866000"
7,A0J,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,6,1,0.000000000000000
8,A0K,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,7,1,"43,655.817772852977000"
9,A0L,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,8,1,"3,445.594247584870100"
10,A0M,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,9,1,"12,699.454675200985000"
11,A0N,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10,1,"42,236.626554276503000"
12,A0P,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,11,1,"46,690.771979770572000"
13,A0R,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,12,1,"277,909.505112749060000"
14,A1A,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,13,1,"6,852.156254436276900"
15,A1B,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,14,1,"7,367.151855439684400"
16,A1C,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,15,1,"4,080.870119599077000"
17,A1E,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,16,1,"10,102.391684798145000"
18,A1G,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,17,1,"10,241.226616857026000"
19,A1H,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,18,1,"8,828.195019648037500"
20,A1K,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,19,1,"3,408.527403507009700"
21,A1L,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,20,1,"3,454.768742414869800"
22,A1M,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,21,1,"1,261.585655374684600"
23,A1N,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,22,1,"7,786.902698230197500"
24,A1S,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,23,1,"9,095.785623535068200"
25,A1V,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,24,1,"35,173.235413940216000"
26,A1W,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,25,1,"2,134.287075380755100"
27,A1X,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,26,1,"3,093.828697747170300"
28,A1Y,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,27,1,"4,338.937478789022000"
29,A2A,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,28,1,"21,040.479672039590000"
30,A2B,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,29,1,"43,038.284965011931000"
31,A2H,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,30,1,"9,995.377882836821300"
32,A2N,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,31,1,0.000000000000000
33,A2V,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,32,1,"299,237.186453783360000"
34,A5A,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,33,1,"3,863.454435155928000"
35,A8A,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,34,1,"11,618.486399640315000"
36,B0C,12,Nova Scotia / Nouvelle-Écosse,35,1,"10,530.785027650603000"
37,B0E,12,Nova Scotia / Nouvelle-Écosse,36,1,"9,073.414078656429400"
38,B0H,12,Nova Scotia / Nouvelle-Écosse,37,1,"19,068.275082802418000"
39,B0J,12,Nova Scotia / Nouvelle-Écosse,38,1,"11,507.399825053804000"
40,B0K,12,Nova Scotia / Nouvelle-Écosse,39,1,"7,830.271292393937100"
41,B0L,12,Nova Scotia / Nouvelle-Écosse,40,1,"2,856.577738509032300"
42,B0M,12,Nova Scotia / Nouvelle-Écosse,41,1,"8,371.820831185275900"
43,B0N,12,Nova Scotia / Nouvelle-Écosse,42,1,"23,682.008605956355000"
44,B0P,12,Nova Scotia / Nouvelle-Écosse,43,1,"13,151.501947479939000"
45,B0R,12,Nova Scotia / Nouvelle-Écosse,44,1,"32,838.601637406493000"
46,B0S,12,Nova Scotia / Nouvelle-Écosse,45,1,"17,717.256117700465000"
47,B0T,12,Nova Scotia / Nouvelle-Écosse,46,1,"25,222.085841977027000"
48,B0V,12,Nova Scotia / Nouvelle-Écosse,47,1,0.000000000000000
49,B0W,12,Nova Scotia / Nouvelle-Écosse,48,1,"15,908.565914396821000"
50,B1A,12,Nova Scotia / Nouvelle-Écosse,49,1,0.000000000000000
51,B1B,12,Nova Scotia / Nouvelle-Écosse,50,1,"1,434.934499965125000"
52,B1C,12,Nova Scotia / Nouvelle-Écosse,51,1,"3,950.025956260977200"
53,B1E,12,Nova Scotia / Nouvelle-Écosse,52,1,"3,814.983444936313400"
54,B1G,12,Nova Scotia / Nouvelle-Écosse,53,1,56.989249248868134
55,B1H,12,Nova Scotia / Nouvelle-Écosse,54,1,791.807988015691990
56,B1J,12,Nova Scotia / Nouvelle-Écosse,55,1,0.000000000000000
57,B1K,12,Nova Scotia / Nouvelle-Écosse,56,1,"7,576.887622507245400"
58,B1L,12,Nova Scotia / Nouvelle-Écosse,57,1,"12,283.787423889689000"
59,B1M,12,Nova Scotia / Nouvelle-Écosse,58,1,"11,404.584166978213000"
60,B1N,12,Nova Scotia / Nouvelle-Écosse,59,1,"4,436.978064254674800"
61,B1P,12,Nova Scotia / Nouvelle-Écosse,60,1,"9,221.197348706944500"
62,B1R,12,Nova Scotia / Nouvelle-Écosse,61,1,"9,550.029093344581300"
63,B1S,12,Nova Scotia / Nouvelle-Écosse,62,1,"13,337.654402151233000"
64,B1T,12,Nova Scotia / Nouvelle-Écosse,63,1,"3,924.557956372626900"
65,B1V,12,Nova Scotia / Nouvelle-Écosse,64,1,0.000000000000000
66,B1W,12,Nova Scotia / Nouvelle-Écosse,65,1,"3,724.905885260542600"
67,B1X,12,Nova Scotia / Nouvelle-Écosse,66,1,427.931212708098490
68,B1Y,12,Nova Scotia / Nouvelle-Écosse,67,1,746.468431740956130
69,B2A,12,Nova Scotia / Nouvelle-Écosse,68,1,"4,153.152185149589100"
70,B2C,12,Nova Scotia / Nouvelle-Écosse,69,1,"3,369.246118234715600"
71,B2E,12,Nova Scotia / Nouvelle-Écosse,70,1,"8,400.075856308441900"
72,B2G,12,Nova Scotia / Nouvelle-Écosse,71,1,"3,625.550281604832400"
73,B2H,12,Nova Scotia / Nouvelle-Écosse,72,1,"16,241.649061912660000"
74,B2J,12,Nova Scotia / Nouvelle-Écosse,73,1,"3,325.269276879434100"
75,B2N,12,Nova Scotia / Nouvelle-Écosse,74,1,"8,005.381271562308000"
76,B2R,12,Nova Scotia / Nouvelle-Écosse,75,1,"8,269.189259185552100"
77,B2S,12,Nova Scotia / Nouvelle-Écosse,76,1,"33,557.131195988535000"
78,B2T,12,Nova Scotia / Nouvelle-Écosse,77,1,"22,821.820079180627000"
79,B2V,12,Nova Scotia / Nouvelle-Écosse,78,1,"4,177.727497320087400"
80,B2W,12,Nova Scotia / Nouvelle-Écosse,79,1,"3,538.749409642413900"
81,B2X,12,Nova Scotia / Nouvelle-Écosse,80,1,"4,664.983531975177400"
82,B2Y,12,Nova Scotia / Nouvelle-Écosse,81,1,0.000000000000000
83,B2Z,12,Nova Scotia / Nouvelle-Écosse,82,1,"11,170.299252218156000"
84,B3A,12,Nova Scotia / Nouvelle-Écosse,83,1,366.631649840648890
85,B3B,12,Nova Scotia / Nouvelle-Écosse,84,1,"1,790.785063800065200"
86,B3E,12,Nova Scotia / Nouvelle-Écosse,85,1,"16,178.337190366445000"
87,B3G,12,Nova Scotia / Nouvelle-Écosse,86,1,867.872304668886040
88,B3H,12,Nova Scotia / Nouvelle-Écosse,87,1,320.026126426249560
89,B3J,12,Nova Scotia / Nouvelle-Écosse,88,1,0.000000000000000
90,B3K,12,Nova Scotia / Nouvelle-Écosse,89,1,313.443984392708840
91,B3L,12,Nova Scotia / Nouvelle-Écosse,90,1,"1,939.948959817649900"
92,B3M,12,Nova Scotia / Nouvelle-Écosse,91,1,620.830567293343050
93,B3N,12,Nova Scotia / Nouvelle-Écosse,92,1,"4,663.844186131165800"
94,B3P,12,Nova Scotia / Nouvelle-Écosse,93,1,"2,393.341539741048600"
95,B3R,12,Nova Scotia / Nouvelle-Écosse,94,1,"4,126.202426801231000"
96,B3S,12,Nova Scotia / Nouvelle-Écosse,95,1,"3,288.349932774198800"
97,B3T,12,Nova Scotia / Nouvelle-Écosse,96,1,"9,824.179780790813300"
98,B3V,12,Nova Scotia / Nouvelle-Écosse,97,1,"4,577.472173716094400"
99,B3Z,12,Nova Scotia / Nouvelle-Écosse,98,1,"3,790.475326693375300"
100,B4A,12,Nova Scotia / Nouvelle-Écosse,99,1,"1,357.474967787345300"
101,B4B,12,Nova Scotia / Nouvelle-Écosse,100,1,"10,483.000073646788000"
102,B4C,12,Nova Scotia / Nouvelle-Écosse,101,1,"5,766.401493179740100"
103,B4E,12,Nova Scotia / Nouvelle-Écosse,102,1,"13,726.064235294836000"
104,B4G,12,Nova Scotia / Nouvelle-Écosse,103,1,"19,378.343718659078000"
105,B4H,12,Nova Scotia / Nouvelle-Écosse,104,1,"12,357.224753990244000"
106,B4N,12,Nova Scotia / Nouvelle-Écosse,105,1,"19,476.426973174599000"
107,B4P,12,Nova Scotia / Nouvelle-Écosse,106,1,"8,188.873768497986900"
108,B4R,12,Nova Scotia / Nouvelle-Écosse,107,1,"16,180.655336018826000"
109,B4V,12,Nova Scotia / Nouvelle-Écosse,108,1,"20,242.190445228607000"
110,B5A,12,Nova Scotia / Nouvelle-Écosse,109,1,408.760818540470210
111,B6L,12,Nova Scotia / Nouvelle-Écosse,110,1,"13,449.080290446756000"
112,B9A,12,Nova Scotia / Nouvelle-Écosse,111,1,"4,911.205126298162200"
113,C0A,11,Prince Edward Island / Île-du-Prince-Édouard,112,1,"9,592.243338750737200"
114,C0B,11,Prince Edward Island / Île-du-Prince-Édouard,113,1,"6,057.872438395602300"
115,C1A,11,Prince Edward Island / Île-du-Prince-Édouard,114,1,"2,953.350518583474200"
116,C1B,11,Prince Edward Island / Île-du-Prince-Édouard,115,1,"1,112.112638203167500"
117,C1C,11,Prince Edward Island / Île-du-Prince-Édouard,116,1,483.179693131456080
118,C1E,11,Prince Edward Island / Île-du-Prince-Édouard,117,1,"6,199.714683370115400"
119,C1N,11,Prince Edward Island / Île-du-Prince-Édouard,118,1,932.486579366553200
120,E1A,13,New Brunswick / Nouveau-Brunswick,119,1,"3,036.101175036806100"
121,E1B,13,New Brunswick / Nouveau-Brunswick,120,1,"5,574.171698616793000"
122,E1C,13,New Brunswick / Nouveau-Brunswick,121,1,"4,351.293532350703600"
123,E1E,13,New Brunswick / Nouveau-Brunswick,122,1,"8,066.714158560210300"
124,E1G,13,New Brunswick / Nouveau-Brunswick,123,1,"18,678.066860437459000"
125,E1H,13,New Brunswick / Nouveau-Brunswick,124,1,"10,659.978400921127000"
126,E1J,13,New Brunswick / Nouveau-Brunswick,125,1,"10,508.839288587345000"
127,E1N,13,New Brunswick / Nouveau-Brunswick,126,1,"12,772.544556387003000"
128,E1V,13,New Brunswick / Nouveau-Brunswick,127,1,"45,447.691964791607000"
129,E1W,13,New Brunswick / Nouveau-Brunswick,128,1,"7,700.899068880863500"
130,E1X,13,New Brunswick / Nouveau-Brunswick,129,1,"5,618.808088883042700"
131,E2A,13,New Brunswick / Nouveau-Brunswick,130,1,"12,584.553407545096000"
132,E2E,13,New Brunswick / Nouveau-Brunswick,131,1,"1,267.816823770695200"
133,E2G,13,New Brunswick / Nouveau-Brunswick,132,1,"5,435.787935326305200"
134,E2H,13,New Brunswick / Nouveau-Brunswick,133,1,"2,377.084279575038200"
135,E2J,13,New Brunswick / Nouveau-Brunswick,134,1,"4,249.117717702774800"
136,E2K,13,New Brunswick / Nouveau-Brunswick,135,1,796.838946991625220
137,E2L,13,New Brunswick / Nouveau-Brunswick,136,1,0.000000000000000
138,E2M,13,New Brunswick / Nouveau-Brunswick,137,1,"3,652.147659784587600"
139,E2N,13,New Brunswick / Nouveau-Brunswick,138,1,"9,687.256536238639500"
140,E2P,13,New Brunswick / Nouveau-Brunswick,139,1,798.864096554577710
141,E2S,13,New Brunswick / Nouveau-Brunswick,140,1,"8,686.501638071165900"
142,E2V,13,New Brunswick / Nouveau-Brunswick,141,1,"48,120.811461038611000"
143,E3A,13,New Brunswick / Nouveau-Brunswick,142,1,"72,233.697366634660000"
144,E3B,13,New Brunswick / Nouveau-Brunswick,143,1,"65,709.730827795895000"
145,E3C,13,New Brunswick / Nouveau-Brunswick,144,1,"74,634.863357233393000"
146,E3E,13,New Brunswick / Nouveau-Brunswick,145,1,"80,870.276819127757000"
147,E3G,13,New Brunswick / Nouveau-Brunswick,146,1,"88,679.436586313430000"
148,E3L,13,New Brunswick / Nouveau-Brunswick,147,1,"9,434.562664008646600"
149,E3N,13,New Brunswick / Nouveau-Brunswick,148,1,"19,291.885511947690000"
150,E3V,13,New Brunswick / Nouveau-Brunswick,149,1,"104,084.335474791890000"
151,E3Y,13,New Brunswick / Nouveau-Brunswick,150,1,"109,566.508981639500000"
152,E3Z,13,New Brunswick / Nouveau-Brunswick,151,1,"137,770.351882506340000"
153,E4A,13,New Brunswick / Nouveau-Brunswick,152,1,"80,377.065151381234000"
154,E4B,13,New Brunswick / Nouveau-Brunswick,153,1,"69,369.083012973133000"
155,E4C,13,New Brunswick / Nouveau-Brunswick,154,1,"46,908.855474707641000"
156,E4E,13,New Brunswick / Nouveau-Brunswick,155,1,"20,790.000698256190000"
157,E4G,13,New Brunswick / Nouveau-Brunswick,156,1,"45,598.205652607438000"
158,E4H,13,New Brunswick / Nouveau-Brunswick,157,1,"9,804.010792432116400"
159,E4J,13,New Brunswick / Nouveau-Brunswick,158,1,"27,412.379115824009000"
160,E4K,13,New Brunswick / Nouveau-Brunswick,159,1,"2,396.515701925845400"
161,E4L,13,New Brunswick / Nouveau-Brunswick,160,1,"9,245.840271762652300"
162,E4M,13,New Brunswick / Nouveau-Brunswick,161,1,"5,625.158034634082500"
163,E4N,13,New Brunswick / Nouveau-Brunswick,162,1,"4,642.642567100833700"
164,E4P,13,New Brunswick / Nouveau-Brunswick,163,1,"6,735.304426535917600"
165,E4R,13,New Brunswick / Nouveau-Brunswick,164,1,0.000000000000000
166,E4S,13,New Brunswick / Nouveau-Brunswick,165,1,"10,035.865887855745000"
167,E4T,13,New Brunswick / Nouveau-Brunswick,166,1,"52,581.463882230753000"
168,E4V,13,New Brunswick / Nouveau-Brunswick,167,1,"11,588.424001208319000"
169,E4W,13,New Brunswick / Nouveau-Brunswick,168,1,"12,715.003096788805000"
170,E4X,13,New Brunswick / Nouveau-Brunswick,169,1,"9,307.397295277414700"
171,E4Y,13,New Brunswick / Nouveau-Brunswick,170,1,"38,952.755794456447000"
172,E4Z,13,New Brunswick / Nouveau-Brunswick,171,1,"45,721.179428003714000"
173,E5A,13,New Brunswick / Nouveau-Brunswick,172,1,"20,163.219352303917000"
174,E5B,13,New Brunswick / Nouveau-Brunswick,173,1,957.201594173771470
175,E5C,13,New Brunswick / Nouveau-Brunswick,174,1,"9,448.806220148520900"
176,E5E,13,New Brunswick / Nouveau-Brunswick,175,1,0.000000000000000
177,E5G,13,New Brunswick / Nouveau-Brunswick,176,1,0.000000000000000
178,E5H,13,New Brunswick / Nouveau-Brunswick,177,1,0.000000000000000
179,E5J,13,New Brunswick / Nouveau-Brunswick,178,1,"3,742.085894025164200"
180,E5K,13,New Brunswick / Nouveau-Brunswick,179,1,"15,253.233342641486000"
181,E5L,13,New Brunswick / Nouveau-Brunswick,180,1,"42,993.809565108073000"
182,E5M,13,New Brunswick / Nouveau-Brunswick,181,1,"28,392.065179922392000"
183,E5N,13,New Brunswick / Nouveau-Brunswick,182,1,"18,500.099841171763000"
184,E5P,13,New Brunswick / Nouveau-Brunswick,183,1,"42,785.967129193625000"
185,E5R,13,New Brunswick / Nouveau-Brunswick,184,1,"3,021.599725341709500"
186,E5S,13,New Brunswick / Nouveau-Brunswick,185,1,"1,026.592118434384700"
187,E5T,13,New Brunswick / Nouveau-Brunswick,186,1,"24,829.977335362000000"
188,E5V,13,New Brunswick / Nouveau-Brunswick,187,1,0.000000000000000
189,E6A,13,New Brunswick / Nouveau-Brunswick,188,1,"108,353.564947544770000"
190,E6B,13,New Brunswick / Nouveau-Brunswick,189,1,"122,001.410508473260000"
191,E6C,13,New Brunswick / Nouveau-Brunswick,190,1,"93,701.993175361742000"
192,E6E,13,New Brunswick / Nouveau-Brunswick,191,1,"108,238.490995758070000"
193,E6G,13,New Brunswick / Nouveau-Brunswick,192,1,"86,427.453483769074000"
194,E6H,13,New Brunswick / Nouveau-Brunswick,193,1,"76,197.537923477576000"
195,E6J,13,New Brunswick / Nouveau-Brunswick,194,1,"55,151.290116655429000"
196,E6K,13,New Brunswick / Nouveau-Brunswick,195,1,"55,780.252540059511000"
197,E6L,13,New Brunswick / Nouveau-Brunswick,196,1,"94,998.963906438992000"
198,E7A,13,New Brunswick / Nouveau-Brunswick,197,1,"85,202.920142901363000"
199,E7B,13,New Brunswick / Nouveau-Brunswick,198,1,"91,218.295558582322000"
200,E7C,13,New Brunswick / Nouveau-Brunswick,199,1,"95,000.908758788180000"
201,E7E,13,New Brunswick / Nouveau-Brunswick,200,1,"104,844.839961283610000"
202,E7G,13,New Brunswick / Nouveau-Brunswick,201,1,"110,746.286974358820000"
203,E7H,13,New Brunswick / Nouveau-Brunswick,202,1,"151,509.060052329120000"
204,E7J,13,New Brunswick / Nouveau-Brunswick,203,1,"159,653.650817232210000"
205,E7K,13,New Brunswick / Nouveau-Brunswick,204,1,"142,225.522436458620000"
206,E7L,13,New Brunswick / Nouveau-Brunswick,205,1,"153,608.432641602560000"
207,E7M,13,New Brunswick / Nouveau-Brunswick,206,1,"117,841.220002575240000"
208,E7N,13,New Brunswick / Nouveau-Brunswick,207,1,"102,287.767050065710000"
209,E7P,13,New Brunswick / Nouveau-Brunswick,208,1,"128,449.088475719710000"
210,E8A,13,New Brunswick / Nouveau-Brunswick,209,1,"62,518.529305105134000"
211,E8B,13,New Brunswick / Nouveau-Brunswick,210,1,"45,319.864739969053000"
212,E8C,13,New Brunswick / Nouveau-Brunswick,211,1,849.277588957262540
213,E8E,13,New Brunswick / Nouveau-Brunswick,212,1,"38,122.236397183406000"
214,E8G,13,New Brunswick / Nouveau-Brunswick,213,1,"9,417.371961087308600"
215,E8J,13,New Brunswick / Nouveau-Brunswick,214,1,0.000000000000000
216,E8K,13,New Brunswick / Nouveau-Brunswick,215,1,"18,252.636867236826000"
217,E8L,13,New Brunswick / Nouveau-Brunswick,216,1,"25,940.667000254431000"
218,E8M,13,New Brunswick / Nouveau-Brunswick,217,1,"18,221.759022323382000"
219,E8N,13,New Brunswick / Nouveau-Brunswick,218,1,"3,432.852850137972800"
220,E8P,13,New Brunswick / Nouveau-Brunswick,219,1,"9,643.323578022100300"
221,E8R,13,New Brunswick / Nouveau-Brunswick,220,1,"18,733.429877217892000"
222,E8S,13,New Brunswick / Nouveau-Brunswick,221,1,0.000000000000000
223,E8T,13,New Brunswick / Nouveau-Brunswick,222,1,415.017067307904990
224,E9A,13,New Brunswick / Nouveau-Brunswick,223,1,"4,272.842440813849900"
225,E9B,13,New Brunswick / Nouveau-Brunswick,224,1,"59,012.876506838926000"
226,E9C,13,New Brunswick / Nouveau-Brunswick,225,1,"83,741.058296069474000"
227,E9E,13,New Brunswick / Nouveau-Brunswick,226,1,"81,211.280613435956000"
228,E9G,13,New Brunswick / Nouveau-Brunswick,227,1,"9,345.497783108805400"
229,E9H,13,New Brunswick / Nouveau-Brunswick,228,1,221.348250394068570
230,G0A,24,Quebec / Québec,229,1,"38,542.869795600040000"
231,G0C,24,Quebec / Québec,230,1,"27,605.792167226253000"
232,G0E,24,Quebec / Québec,231,1,"36,497.976490989990000"
233,G0G,24,Quebec / Québec,232,1,"223,782.939764126520000"
234,G0H,24,Quebec / Québec,233,1,"4,015.724377450715600"
235,G0J,24,Quebec / Québec,234,1,"36,965.117099068164000"
236,G0K,24,Quebec / Québec,235,1,"38,598.976977520848000"
237,G0L,24,Quebec / Québec,236,1,"27,654.303846755280000"
238,G0M,24,Quebec / Québec,237,1,"99,997.794641275032000"
239,G0N,24,Quebec / Québec,238,1,"71,577.135831097810000"
240,G0P,24,Quebec / Québec,239,1,"88,435.617733531122000"
241,G0R,24,Quebec / Québec,240,1,"23,814.524477840387000"
242,G0S,24,Quebec / Québec,241,1,"34,082.649988654492000"
243,G0T,24,Quebec / Québec,242,1,"42,032.592476042548000"
244,G0V,24,Quebec / Québec,243,1,"192,244.495813883610000"
245,G0W,24,Quebec / Québec,244,1,"178,194.146977621800000"
246,G0X,24,Quebec / Québec,245,1,"222,450.181980681370000"
247,G0Y,24,Quebec / Québec,246,1,"127,740.246003451900000"
248,G0Z,24,Quebec / Québec,247,1,"91,947.416402771007000"
249,G1B,24,Quebec / Québec,248,1,"7,405.659143124416000"
250,G1C,24,Quebec / Québec,249,1,"2,202.230795448564500"
251,G1E,24,Quebec / Québec,250,1,0.000000000000000
252,G1G,24,Quebec / Québec,251,1,"7,256.733991143000800"
253,G1H,24,Quebec / Québec,252,1,"4,088.762530429781700"
254,G1J,24,Quebec / Québec,253,1,973.130843651185610
255,G1K,24,Quebec / Québec,254,1,0.000000000000000
256,G1L,24,Quebec / Québec,255,1,"1,951.220445723582300"
257,G1M,24,Quebec / Québec,256,1,"2,830.222830587370500"
258,G1N,24,Quebec / Québec,257,1,"1,489.060859609342500"
259,G1P,24,Quebec / Québec,258,1,"4,852.656023345216500"
260,G1R,24,Quebec / Québec,259,1,0.000000000000000
261,G1S,24,Quebec / Québec,260,1,0.000000000000000
262,G1T,24,Quebec / Québec,261,1,0.000000000000000
263,G1V,24,Quebec / Québec,262,1,"1,752.434254584299700"
264,G1W,24,Quebec / Québec,263,1,919.368774585775330
265,G1X,24,Quebec / Québec,264,1,"4,284.975153601941200"
266,G1Y,24,Quebec / Québec,265,1,"4,115.261781051088300"
267,G2A,24,Quebec / Québec,266,1,"14,143.349691835439000"
268,G2B,24,Quebec / Québec,267,1,"9,266.907211116516900"
269,G2C,24,Quebec / Québec,268,1,"7,555.300632558577500"
270,G2E,24,Quebec / Québec,269,1,"8,019.141253300822400"
271,G2G,24,Quebec / Québec,270,1,"10,491.515635227308000"
272,G2J,24,Quebec / Québec,271,1,"4,633.983035112771200"
273,G2K,24,Quebec / Québec,272,1,"7,230.203213347485900"
274,G2L,24,Quebec / Québec,273,1,"6,234.049302114004600"
275,G2M,24,Quebec / Québec,274,1,"11,605.837111948316000"
276,G2N,24,Quebec / Québec,275,1,"13,144.409892485730000"
277,G3A,24,Quebec / Québec,276,1,"14,386.819501766369000"
278,G3B,24,Quebec / Québec,277,1,"15,399.573354047834000"
279,G3C,24,Quebec / Québec,278,1,"37,760.890618069781000"
280,G3E,24,Quebec / Québec,279,1,"11,017.377020675660000"
281,G3G,24,Quebec / Québec,280,1,"17,400.807731318742000"
282,G3H,24,Quebec / Québec,281,1,"30,887.100484277289000"
283,G3J,24,Quebec / Québec,282,1,"18,611.423903494295000"
284,G3K,24,Quebec / Québec,283,1,"14,771.183708240716000"
285,G3L,24,Quebec / Québec,284,1,"67,856.892442666329000"
286,G3M,24,Quebec / Québec,285,1,"32,279.816724588432000"
287,G3N,24,Quebec / Québec,286,1,"29,226.305002735455000"
288,G3Z,24,Quebec / Québec,287,1,"12,359.959038901385000"
289,G4A,24,Quebec / Québec,288,1,"10,905.794684242353000"
290,G4R,24,Quebec / Québec,289,1,"76,663.872487232205000"
291,G4S,24,Quebec / Québec,290,1,968.628740668090930
292,G4T,24,Quebec / Québec,291,1,0.000000000000000
293,G4V,24,Quebec / Québec,292,1,"21,015.103905725246000"
294,G4W,24,Quebec / Québec,293,1,0.000000000000000
295,G4X,24,Quebec / Québec,294,1,"1,756.903098671829900"
296,G4Z,24,Quebec / Québec,295,1,"171,023.895184929740000"
297,G5A,24,Quebec / Québec,296,1,"2,805.192230447170000"
298,G5B,24,Quebec / Québec,297,1,"3,603.096212053139900"
299,G5C,24,Quebec / Québec,298,1,"137,537.660186611120000"
300,G5H,24,Quebec / Québec,299,1,"7,906.270768356225700"
301,G5J,24,Quebec / Québec,300,1,"38,183.532648575303000"
302,G5L,24,Quebec / Québec,301,1,0.000000000000000
303,G5M,24,Quebec / Québec,302,1,0.000000000000000
304,G5N,24,Quebec / Québec,303,1,"11,061.952200572623000"
305,G5R,24,Quebec / Québec,304,1,0.000000000000000
306,G5T,24,Quebec / Québec,305,1,"76,500.352063695653000"
307,G5V,24,Quebec / Québec,306,1,"4,640.422293295991900"
308,G5X,24,Quebec / Québec,307,1,"69,819.536480931929000"
309,G5Y,24,Quebec / Québec,308,1,"85,456.409172358442000"
310,G5Z,24,Quebec / Québec,309,1,"88,805.854183049858000"
311,G6A,24,Quebec / Québec,310,1,"82,475.744494585218000"
312,G6B,24,Quebec / Québec,311,1,"139,285.177617691340000"
313,G6C,24,Quebec / Québec,312,1,"8,126.785824151599600"
314,G6E,24,Quebec / Québec,313,1,"40,568.069309275357000"
315,G6G,24,Quebec / Québec,314,1,"69,618.389329928832000"
316,G6H,24,Quebec / Québec,315,1,"72,436.163216799498000"
317,G6J,24,Quebec / Québec,316,1,"11,980.950903670480000"
318,G6K,24,Quebec / Québec,317,1,"6,098.187088449515600"
319,G6L,24,Quebec / Québec,318,1,"73,112.515860871208000"
320,G6P,24,Quebec / Québec,319,1,"92,506.786529228411000"
321,G6R,24,Quebec / Québec,320,1,"96,373.405530754768000"
322,G6S,24,Quebec / Québec,321,1,"92,035.798251905202000"
323,G6T,24,Quebec / Québec,322,1,"90,811.118174460673000"
324,G6V,24,Quebec / Québec,323,1,"2,764.044588205733800"
325,G6W,24,Quebec / Québec,324,1,"1,992.297505060473900"
326,G6X,24,Quebec / Québec,325,1,"4,023.729580986321700"
327,G6Z,24,Quebec / Québec,326,1,"9,669.599667221444200"
328,G7A,24,Quebec / Québec,327,1,"8,989.528386097907100"
329,G7B,24,Quebec / Québec,328,1,"6,500.898075249830100"
330,G7G,24,Quebec / Québec,329,1,"2,617.777884920878500"
331,G7H,24,Quebec / Québec,330,1,"2,773.025946528348900"
332,G7J,24,Quebec / Québec,331,1,"5,569.506218157107500"
333,G7K,24,Quebec / Québec,332,1,"10,194.554843226144000"
334,G7N,24,Quebec / Québec,333,1,"28,238.998924218657000"
335,G7P,24,Quebec / Québec,334,1,"23,317.463734025005000"
336,G7S,24,Quebec / Québec,335,1,"10,376.081982870252000"
337,G7T,24,Quebec / Québec,336,1,"9,882.902765436196200"
338,G7X,24,Quebec / Québec,337,1,"31,186.454020484216000"
339,G7Y,24,Quebec / Québec,338,1,"16,765.254904529567000"
340,G7Z,24,Quebec / Québec,339,1,"16,706.507991627732000"
341,G8A,24,Quebec / Québec,340,1,"19,968.829867928293000"
342,G8B,24,Quebec / Québec,341,1,"48,631.041282363869000"
343,G8C,24,Quebec / Québec,342,1,"45,298.047225566501000"
344,G8E,24,Quebec / Québec,343,1,"53,258.362827482175000"
345,G8G,24,Quebec / Québec,344,1,"82,255.374548489461000"
