OBJECTID,CFSAUID,PRUID,PRNAME,ORIG_FID,NEAR_FID,NEAR_DIST
784,L3Y,35,Ontario,783,1,"715,422.228481163040000"
785,L3Z,35,Ontario,784,1,"722,402.273920019620000"
786,L4A,35,Ontario,785,1,"705,168.320287939980000"
787,L4B,35,Ontario,786,1,"722,410.205853810070000"
788,L4C,35,Ontario,787,1,"724,960.171957626710000"
789,L4E,35,Ontario,788,1,"720,403.841542911480000"
790,L4G,35,Ontario,789,1,"718,149.070212546390000"
791,L4H,35,Ontario,790,1,"736,552.601485234450000"
792,L4J,35,Ontario,791,1,"728,754.714826925310000"
793,L4K,35,Ontario,792,1,"733,042.106429885720000"
794,L4L,35,Ontario,793,1,"739,656.311618716460000"
795,L4M,35,Ontario,794,1,"705,116.784823053980000"
796,L4N,35,Ontario,795,1,"715,331.993002784210000"
797,L4P,35,Ontario,796,1,"703,218.957258412270000"
798,L4R,35,Ontario,797,1,"675,625.623683280890000"
799,L4S,35,Ontario,798,1,"721,238.683689068770000"
800,L4T,35,Ontario,799,1,"748,103.176268866630000"
801,L4V,35,Ontario,800,1,"746,710.771965575170000"
802,L4W,35,Ontario,801,1,"751,384.495465968040000"
803,L4X,35,Ontario,802,1,"749,193.052833008700000"
804,L4Y,35,Ontario,803,1,"751,088.734903467000000"
805,L4Z,35,Ontario,804,1,"754,399.495144476650000"
806,L5A,35,Ontario,805,1,"753,099.269668160470000"
807,L5B,35,Ontario,806,1,"755,276.691077954950000"
808,L5C,35,Ontario,807,1,"757,542.985683132780000"
809,L5E,35,Ontario,808,1,"749,972.306943079220000"
810,L5G,35,Ontario,809,1,"752,512.282476764520000"
811,L5H,35,Ontario,810,1,"755,620.758388065730000"
812,L5J,35,Ontario,811,1,"758,902.838812349250000"
813,L5K,35,Ontario,812,1,"760,463.870597208730000"
814,L5L,35,Ontario,813,1,"761,853.517408448040000"
815,L5M,35,Ontario,814,1,"762,360.486901266380000"
816,L5N,35,Ontario,815,1,"763,529.524072256060000"
817,L5R,35,Ontario,816,1,"756,377.556833341830000"
818,L5S,35,Ontario,817,1,"752,540.189827875580000"
819,L5T,35,Ontario,818,1,"750,947.664964500120000"
820,L5V,35,Ontario,819,1,"758,476.490275249820000"
821,L5W,35,Ontario,820,1,"758,005.159954618080000"
822,L6A,35,Ontario,821,1,"729,372.457182210520000"
823,L6B,35,Ontario,822,1,"707,140.311473379730000"
824,L6C,35,Ontario,823,1,"715,556.429603648720000"
825,L6E,35,Ontario,824,1,"710,720.592584736410000"
826,L6G,35,Ontario,825,1,"718,442.332917130200000"
827,L6H,35,Ontario,826,1,"766,200.377704120360000"
828,L6J,35,Ontario,827,1,"763,386.515847085390000"
829,L6K,35,Ontario,828,1,"767,373.348821818940000"
830,L6L,35,Ontario,829,1,"771,624.209899163920000"
831,L6M,35,Ontario,830,1,"772,207.381202251070000"
832,L6P,35,Ontario,831,1,"747,648.394696222500000"
833,L6R,35,Ontario,832,1,"753,806.642359926480000"
834,L6S,35,Ontario,833,1,"752,570.717877692540000"
835,L6T,35,Ontario,834,1,"750,744.013865742130000"
836,L6V,35,Ontario,835,1,"757,016.457254877430000"
837,L6W,35,Ontario,836,1,"756,017.951350024320000"
838,L6X,35,Ontario,837,1,"762,353.681013422440000"
839,L6Y,35,Ontario,838,1,"761,258.649602899910000"
840,L6Z,35,Ontario,839,1,"757,795.056556596770000"
841,L7A,35,Ontario,840,1,"763,216.783835416540000"
842,L7B,35,Ontario,841,1,"727,398.103202110620000"
843,L7C,35,Ontario,842,1,"759,502.643425483610000"
844,L7E,35,Ontario,843,1,"746,934.708697812400000"
845,L7G,35,Ontario,844,1,"771,954.677262312030000"
846,L7J,35,Ontario,845,1,"781,596.573435596070000"
847,L7K,35,Ontario,846,1,"765,042.442312315340000"
848,L7L,35,Ontario,847,1,"776,787.274174990950000"
849,L7M,35,Ontario,848,1,"780,529.799679591090000"
850,L7N,35,Ontario,849,1,"779,760.807149232710000"
851,L7P,35,Ontario,850,1,"785,093.146039393500000"
852,L7R,35,Ontario,851,1,"782,447.220730688190000"
853,L7S,35,Ontario,852,1,"783,259.040696318380000"
854,L7T,35,Ontario,853,1,"787,120.450296729100000"
855,L8E,35,Ontario,854,1,"781,995.362382447810000"
856,L8G,35,Ontario,855,1,"785,393.727346327740000"
857,L8H,35,Ontario,856,1,"786,002.512385618870000"
858,L8J,35,Ontario,857,1,"786,036.430769974600000"
859,L8K,35,Ontario,858,1,"789,039.272316025100000"
860,L8L,35,Ontario,859,1,"787,847.958542834730000"
861,L8M,35,Ontario,860,1,"790,104.043152015190000"
862,L8N,35,Ontario,861,1,"791,373.190994507050000"
863,L8P,35,Ontario,862,1,"793,566.358968372460000"
864,L8R,35,Ontario,863,1,"791,315.237051912820000"
865,L8S,35,Ontario,864,1,"794,637.357676929790000"
866,L8T,35,Ontario,865,1,"791,135.200769235500000"
867,L8V,35,Ontario,866,1,"792,184.068784402100000"
868,L8W,35,Ontario,867,1,"793,853.115200534930000"
869,L9A,35,Ontario,868,1,"793,610.123973304760000"
870,L9B,35,Ontario,869,1,"797,009.008159110090000"
871,L9C,35,Ontario,870,1,"795,696.307912431420000"
872,L9G,35,Ontario,871,1,"804,621.816829240650000"
873,L9H,35,Ontario,872,1,"798,746.862182154440000"
874,L9J,35,Ontario,873,1,"713,951.038365978170000"
875,L9K,35,Ontario,874,1,"798,716.859439383610000"
876,L9L,35,Ontario,875,1,"677,119.714130953540000"
877,L9M,35,Ontario,876,1,"668,176.408178406070000"
878,L9N,35,Ontario,877,1,"715,589.144007562660000"
879,L9P,35,Ontario,878,1,"689,076.109690775750000"
880,L9R,35,Ontario,879,1,"738,788.231615084340000"
881,L9S,35,Ontario,880,1,"712,094.755913454920000"
882,L9T,35,Ontario,881,1,"776,832.352637161380000"
883,L9V,35,Ontario,882,1,"762,143.134943494340000"
884,L9W,35,Ontario,883,1,"760,637.006911687200000"
885,L9Y,35,Ontario,884,1,"696,406.727227999600000"
886,L9Z,35,Ontario,885,1,"697,956.405422832580000"
887,M1B,35,Ontario,886,1,"710,605.607060630340000"
888,M1C,35,Ontario,887,1,"709,353.440626393310000"
889,M1E,35,Ontario,888,1,"712,743.802661458960000"
890,M1G,35,Ontario,889,1,"714,479.997128265910000"
891,M1H,35,Ontario,890,1,"716,348.326749986390000"
892,M1J,35,Ontario,891,1,"717,208.835177098520000"
893,M1K,35,Ontario,892,1,"720,414.942090187340000"
894,M1L,35,Ontario,893,1,"722,894.253341464560000"
895,M1M,35,Ontario,894,1,"718,515.582408962540000"
896,M1N,35,Ontario,895,1,"722,480.431393171890000"
897,M1P,35,Ontario,896,1,"719,024.997952340990000"
898,M1R,35,Ontario,897,1,"721,731.955201715700000"
899,M1S,35,Ontario,898,1,"716,615.026555591730000"
900,M1T,35,Ontario,899,1,"720,160.557833203110000"
901,M1V,35,Ontario,900,1,"716,495.759743971750000"
902,M1W,35,Ontario,901,1,"720,233.887459043180000"
903,M1X,35,Ontario,902,1,"710,251.338985271640000"
904,M2H,35,Ontario,903,1,"722,793.714460104590000"
905,M2J,35,Ontario,904,1,"723,348.765383834830000"
906,M2K,35,Ontario,905,1,"725,733.358867752480000"
907,M2L,35,Ontario,906,1,"726,848.187762205840000"
908,M2M,35,Ontario,907,1,"727,096.690810506350000"
909,M2N,35,Ontario,908,1,"728,561.489515839380000"
910,M2P,35,Ontario,909,1,"728,633.178414300550000"
911,M2R,35,Ontario,910,1,"730,299.569912386010000"
912,M3A,35,Ontario,911,1,"723,591.642617651380000"
913,M3B,35,Ontario,912,1,"726,196.152933139820000"
914,M3C,35,Ontario,913,1,"726,222.233108909330000"
915,M3H,35,Ontario,914,1,"731,918.782475044490000"
916,M3J,35,Ontario,915,1,"734,168.883227985000000"
917,M3K,35,Ontario,916,1,"734,315.786696880820000"
918,M3L,35,Ontario,917,1,"737,637.589018103320000"
919,M3M,35,Ontario,918,1,"736,401.800139191210000"
920,M3N,35,Ontario,919,1,"736,942.214109912400000"
921,M4A,35,Ontario,920,1,"724,115.517376717880000"
922,M4B,35,Ontario,921,1,"725,002.115980149250000"
923,M4C,35,Ontario,922,1,"726,058.703258672380000"
924,M4E,35,Ontario,923,1,"725,700.630006213910000"
925,M4G,35,Ontario,924,1,"728,501.751426253470000"
926,M4H,35,Ontario,925,1,"727,626.071721389890000"
927,M4J,35,Ontario,926,1,"728,063.927631640460000"
928,M4K,35,Ontario,927,1,"729,671.393689817520000"
929,M4L,35,Ontario,928,1,"727,679.702527818270000"
930,M4M,35,Ontario,929,1,"730,192.447765251970000"
931,M4N,35,Ontario,930,1,"729,506.542130628480000"
932,M4P,35,Ontario,931,1,"730,143.558108405210000"
933,M4R,35,Ontario,932,1,"731,348.642541849990000"
934,M4S,35,Ontario,933,1,"730,591.918457047320000"
935,M4T,35,Ontario,934,1,"731,310.648969618250000"
936,M4V,35,Ontario,935,1,"732,744.691841389050000"
937,M4W,35,Ontario,936,1,"730,877.462435250170000"
938,M4X,35,Ontario,937,1,"731,444.810966234190000"
939,M4Y,35,Ontario,938,1,"732,598.764004195810000"
940,M5A,35,Ontario,939,1,"731,791.553695854030000"
941,M5B,35,Ontario,940,1,"732,772.092052296620000"
942,M5C,35,Ontario,941,1,"732,941.958570966850000"
943,M5E,35,Ontario,942,1,"733,534.765204084690000"
944,M5G,35,Ontario,943,1,"733,363.592744190480000"
945,M5H,35,Ontario,944,1,"733,582.205738562510000"
946,M5J,35,Ontario,945,1,"732,750.053358307690000"
947,M5M,35,Ontario,946,1,"731,014.693605780020000"
948,M5N,35,Ontario,947,1,"732,445.206593444920000"
